date,home_team_fg,away_team_fg,model_prob,market_prob,edge,bet_side,kelly_pct,bet_dollars,outcome_home_win,pnl,bankroll,month
2023-03-30,KCR,MIN,0.4091,0.4128,-0.0037,,0.0,0.0,0,0.0,1000.0,2023-03
2023-03-30,MIA,NYM,0.3824,0.4629,0.0805,NO,0.0695,69.55,0,59.94,1059.94,2023-03
2023-03-30,CHC,MIL,0.4803,0.4458,0.0345,,0.0,0.0,1,0.0,1059.94,2023-03
2023-03-30,TBR,DET,0.676,0.6756,0.0004,,0.0,0.0,1,0.0,1059.94,2023-03
2023-03-30,TEX,PHI,0.575,0.5604,0.0146,,0.0,0.0,1,0.0,1059.94,2023-03
2023-03-30,CIN,PIT,0.5087,0.5548,-0.0461,,0.0,0.0,0,0.0,1059.94,2023-03
2023-03-30,HOU,CHW,0.5831,0.5639,0.0192,,0.0,0.0,0,0.0,1059.94,2023-03
2023-03-30,WSN,ATL,0.3082,0.3083,-0.0001,,0.0,0.0,0,0.0,1059.94,2023-03
2023-03-30,SDP,COL,0.6673,0.6571,0.0102,,0.0,0.0,0,0.0,1059.94,2023-03
2023-03-30,SEA,CLE,0.607,0.5228,0.0842,YES,0.0706,74.78,1,68.26,1128.2,2023-03
2023-03-30,NYY,SFG,0.5973,0.6104,-0.0131,,0.0,0.0,1,0.0,1128.2,2023-03
2023-03-30,STL,TOR,0.5337,0.4989,0.0348,,0.0,0.0,0,0.0,1128.2,2023-03
2023-03-30,BOS,BAL,0.5561,0.53,0.0261,,0.0,0.0,0,0.0,1128.2,2023-03
2023-03-30,LAD,ARI,0.5433,0.6068,-0.0635,,0.0,0.0,1,0.0,1128.2,2023-03
2023-03-30,OAK,LAA,0.3935,0.3423,0.0512,,0.0,0.0,1,0.0,1128.2,2023-03
2023-03-31,SDP,COL,0.6443,0.6384,0.0059,,0.0,0.0,0,0.0,1128.2,2023-03
2023-03-31,LAD,ARI,0.4167,0.633,-0.2163,,0.0,0.0,0,0.0,1128.2,2023-03
2023-03-31,SEA,CLE,0.5555,0.5959,-0.0404,,0.0,0.0,0,0.0,1128.2,2023-03
2023-03-31,MIA,NYM,0.5288,0.5009,0.0279,,0.0,0.0,1,0.0,1128.2,2023-03
2023-03-31,HOU,CHW,0.5646,0.5835,-0.0189,,0.0,0.0,1,0.0,1128.2,2023-03
2023-04-01,WSN,ATL,0.3374,0.3118,0.0256,,0.0,0.0,0,0.0,1128.2,2023-04
2023-04-01,NYY,SFG,0.5442,0.5631,-0.0189,,0.0,0.0,0,0.0,1128.2,2023-04
2023-04-01,HOU,CHW,0.5266,0.5609,-0.0343,,0.0,0.0,1,0.0,1128.2,2023-04
2023-04-01,CIN,PIT,0.6038,0.571,0.0328,,0.0,0.0,1,0.0,1128.2,2023-04
2023-04-01,KCR,MIN,0.4001,0.4062,-0.0061,,0.0,0.0,0,0.0,1128.2,2023-04
2023-04-01,SEA,CLE,0.6049,0.5561,0.0488,,0.0,0.0,0,0.0,1128.2,2023-04
2023-04-01,STL,TOR,0.4607,0.4467,0.014,,0.0,0.0,1,0.0,1128.2,2023-04
2023-04-01,OAK,LAA,0.3029,0.3969,-0.094,,0.0,0.0,0,0.0,1128.2,2023-04
2023-04-01,CHC,MIL,0.426,0.4789,-0.0529,,0.0,0.0,0,0.0,1128.2,2023-04
2023-04-01,TBR,DET,0.5674,0.6231,-0.0557,,0.0,0.0,1,0.0,1128.2,2023-04
2023-04-01,LAD,ARI,0.6153,0.7001,-0.0848,,0.0,0.0,1,0.0,1128.2,2023-04
2023-04-01,MIA,NYM,0.3202,0.504,0.1838,NO,0.075,84.61,0,85.97,1214.17,2023-04
2023-04-01,TEX,PHI,0.4312,0.4682,-0.037,,0.0,0.0,1,0.0,1214.17,2023-04
2023-04-01,BOS,BAL,0.521,0.584,0.063,NO,0.0432,52.4,1,-52.4,1161.77,2023-04
2023-04-01,SDP,COL,0.7203,0.6745,0.0458,,0.0,0.0,1,0.0,1161.77,2023-04
2023-04-02,TBR,DET,0.3934,0.7009,-0.3075,,0.0,0.0,1,0.0,1161.77,2023-04
2023-04-02,TEX,PHI,0.4682,0.5375,-0.0693,,0.0,0.0,1,0.0,1161.77,2023-04
2023-04-02,CIN,PIT,0.5416,0.5455,-0.0039,,0.0,0.0,1,0.0,1161.77,2023-04
2023-04-02,OAK,LAA,0.3999,0.4181,-0.0182,,0.0,0.0,0,0.0,1161.77,2023-04
2023-04-02,LAD,ARI,0.4865,0.6304,-0.1439,,0.0,0.0,0,0.0,1161.77,2023-04
